Gene1_Name	Gene2_Name	Network	Type	Weight
YMD8	CSE2	IREF-GRID	physical_interaction	0.0038
YMD8	LEA1	IREF-GRID	physical_interaction	0.0057
STI1	SSE1	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.075
STI1	SSE1	IREF-GRID	physical_interaction	0.0063
STI1	SSE1	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.085
STI1	EOS1	IREF-GRID	physical_interaction	0.0068
STI1	CSE2	IREF-GRID	physical_interaction	0.0036
STI1	BEM4	IREF-GRID	physical_interaction	0.011
STI1	HRD1	Krogan-Greenblatt-2006 A	physical_interaction	0.071
STI1	HRD1	Krogan-Greenblatt-2006 B	physical_interaction	0.074
STI1	HRD1	IREF-GRID	physical_interaction	0.011
STI1	HRD1	IREF-MINT	physical_interaction	0.026
STI1	HRD1	Lee-Marcotte-2007 Protein complexes	physical_interaction	0.048
STI1	HRD1	MINT_Physical interactions	physical_interaction	0.19
STI1	YDJ1	IREF-GRID	physical_interaction	0.0061
STI1	YDJ1	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.042
SSE1	SIN3	IntAct_Physical interactions	physical_interaction	0.53
SSE1	SIN3	IntAct_Physical interactions	physical_interaction	0.53
SSE1	AIM44	IntAct_Physical interactions	physical_interaction	0.35
SSE1	DIA2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	ELG1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	HST3	IntAct_Physical interactions	physical_interaction	0.35
SSE1	BRE5	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.0053
SSE1	BRE5	Ossareh-Nazari-Dargemont-2010	physical_interaction	0.04
SSE1	BRE5	IREF-GRID	physical_interaction	0.0012
SSE1	CTF4	IntAct_Physical interactions	physical_interaction	0.35
SSE1	RTG1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	ARL3	IntAct_Physical interactions	physical_interaction	0.35
SSE1	YAR1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MMS1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	LGE1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	CTF19	IntAct_Physical interactions	physical_interaction	0.35
SSE1	INP53	IntAct_Physical interactions	physical_interaction	0.35
SSE1	NEW1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MDL2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MET16	IntAct_Physical interactions	physical_interaction	0.35
SSE1	TOP1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	THP3	Gong-Houry-2009 A	physical_interaction	0.085
SSE1	THP3	Gong-Houry-2009 B	physical_interaction	0.088
SSE1	THP3	IREF-GRID	physical_interaction	0.0062
SSE1	THP3	IntAct_Physical interactions	physical_interaction	0.35
SSE1	THP3	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MDM36	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MCM16	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MCM16	IntAct_Physical interactions	physical_interaction	0.35
SSE1	HAP5	IntAct_Physical interactions	physical_interaction	0.35
SSE1	CEX1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	KES1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	WHI2	IREF-GRID	physical_interaction	0.0031
SSE1	WHI2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	SNU66	IntAct_Physical interactions	physical_interaction	0.35
SSE1	PDE2	IREF-GRID	physical_interaction	0.0036
SSE1	HAA1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	SFL1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	GET4	IntAct_Physical interactions	physical_interaction	0.35
SSE1	IRC15	IntAct_Physical interactions	physical_interaction	0.35
SSE1	TOM70	IntAct_Physical interactions	physical_interaction	0.53
SSE1	TOM70	IntAct_Physical interactions	physical_interaction	0.53
SSE1	AZF1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MED1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MSB1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	CIN2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	VPS27	IntAct_Physical interactions	physical_interaction	0.35
SSE1	SGT2	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.065
SSE1	SGT2	IREF-GRID	physical_interaction	0.0078
SSE1	SGT2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	POC4	IntAct_Physical interactions	physical_interaction	0.35
SSE1	CKB2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	YTA6	IntAct_Physical interactions	physical_interaction	0.35
SSE1	HUT1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	HIR2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MET31	IntAct_Physical interactions	physical_interaction	0.35
SSE1	NTG2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	IRA2	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.071
SSE1	IRA2	IREF-GRID	physical_interaction	0.0019
SSE1	PHO23	IREF-GRID	physical_interaction	0.0018
SSE1	CIN1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	ATG5	IntAct_Physical interactions	physical_interaction	0.35
SSE1	UME1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	RAD1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	HRD1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	DMA2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	VPS5	IntAct_Physical interactions	physical_interaction	0.35
SSE1	FPR1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	SWM2	IntAct_Physical interactions	physical_interaction	0.35
SSE1	PMS1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	INO4	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MKT1	Lee-Marcotte-2007 Protein complexes	physical_interaction	0.033
SSE1	YDJ1	Gong-Houry-2009 A	physical_interaction	0.019
SSE1	YDJ1	IREF-GRID	physical_interaction	0.003
SSE1	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	NUP133	IntAct_Physical interactions	physical_interaction	0.35
SSE1	SAM37	IntAct_Physical interactions	physical_interaction	0.35
SSE1	MMR1	IREF-GRID	physical_interaction	0.0041
SSE1	RPS1A	IntAct_Physical interactions	physical_interaction	0.35
SSE1	CHS5	IntAct_Physical interactions	physical_interaction	0.35
SSE1	ELP6	IntAct_Physical interactions	physical_interaction	0.35
SSE1	DBP7	IntAct_Physical interactions	physical_interaction	0.35
SSE1	YET1	IntAct_Physical interactions	physical_interaction	0.35
SSE1	SVL3	IntAct_Physical interactions	physical_interaction	0.53
KAR3	EOS1	IREF-GRID	physical_interaction	0.0031
KAR3	CHL1	Tong-Boone-2004	physical_interaction	0.011
KAR3	CHL1	IREF-GRID	physical_interaction	0.0038
KAR3	CHL1	IREF-MPACT	physical_interaction	0.012
KAR3	DDC1	Tong-Boone-2004	physical_interaction	0.015
KAR3	DDC1	IREF-GRID	physical_interaction	0.0038
KAR3	DDC1	IREF-MPACT	physical_interaction	0.013
KAR3	AIM44	IREF-GRID	physical_interaction	0.0031
KAR3	DIA2	IREF-GRID	physical_interaction	0.0022
KAR3	VIK1	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.17
KAR3	VIK1	IREF-BIND	physical_interaction	0.17
KAR3	VIK1	IREF-BIND-TRANSLATION	physical_interaction	0.16
KAR3	VIK1	IREF-DIP	physical_interaction	0.16
KAR3	VIK1	IREF-GRID	physical_interaction	0.0087
KAR3	VIK1	IREF-INTACT	physical_interaction	0.12
KAR3	VIK1	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.16
KAR3	VIK1	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.52
KAR3	ELG1	IREF-GRID	physical_interaction	0.0038
KAR3	ELG1	IREF-MPACT	physical_interaction	0.0099
KAR3	ELG1	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.022
KAR3	BUB3	Tong-Boone-2004	physical_interaction	0.027
KAR3	BUB3	IREF-GRID	physical_interaction	0.0019
KAR3	BUB3	IREF-MPACT	physical_interaction	0.022
KAR3	CTF4	IREF-GRID	physical_interaction	0.0022
KAR3	CTF19	Tong-Boone-2004	physical_interaction	0.031
KAR3	CTF19	IREF-GRID	physical_interaction	0.0039
KAR3	CTF19	IREF-MPACT	physical_interaction	0.014
KAR3	SLK19	Tong-Boone-2004	physical_interaction	0.039
KAR3	SLK19	IREF-GRID	physical_interaction	0.0065
KAR3	SLK19	IREF-MPACT	physical_interaction	0.025
KAR3	SLK19	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.12
KAR3	MCM16	Tong-Boone-2004	physical_interaction	0.026
KAR3	MCM16	IREF-GRID	physical_interaction	0.0053
KAR3	MCM16	IREF-MPACT	physical_interaction	0.016
KAR3	PDE2	IREF-GRID	physical_interaction	0.0034
KAR3	IRC15	IREF-GRID	physical_interaction	0.008
KAR3	RRD2	Tong-Boone-2004	physical_interaction	0.12
KAR3	RRD2	IREF-GRID	physical_interaction	0.0086
KAR3	RRD2	IREF-MPACT	physical_interaction	0.035
KAR3	IRA2	IREF-GRID	physical_interaction	0.0017
KAR3	YAF9	IREF-GRID	physical_interaction	0.0025
KAR3	SAM37	IREF-GRID	physical_interaction	0.0038
KAR3	DGK1	IREF-GRID	physical_interaction	0.0028
KAR3	MID2	IREF-GRID	physical_interaction	0.0041
EOS1	VIK1	IREF-GRID	physical_interaction	0.01
EOS1	HST3	IREF-GRID	physical_interaction	0.0052
EOS1	BUB3	IREF-GRID	physical_interaction	0.0022
EOS1	BRE5	IREF-GRID	physical_interaction	0.0013
EOS1	SHE4	IREF-GRID	physical_interaction	0.0034
EOS1	BTS1	IREF-GRID	physical_interaction	0.0036
EOS1	LGE1	IREF-GRID	physical_interaction	0.0021
EOS1	THP3	IREF-GRID	physical_interaction	0.0067
EOS1	WHI2	IREF-GRID	physical_interaction	0.0033
EOS1	SFL1	IREF-GRID	physical_interaction	0.0064
EOS1	HIR2	IREF-GRID	physical_interaction	0.0034
EOS1	VPS5	IREF-GRID	physical_interaction	0.0055
EOS1	GLO4	IREF-GRID	physical_interaction	0.013
EOS1	CKA2	IREF-GRID	physical_interaction	0.0034
EOS1	ALG8	IREF-GRID	physical_interaction	0.0058
EOS1	SPC2	IREF-GRID	physical_interaction	0.0088
EOS1	MMR1	IREF-GRID	physical_interaction	0.0045
SIN3	CSE2	IREF-GRID	physical_interaction	0.00098
SIN3	AIM44	IREF-GRID	physical_interaction	0.0018
SIN3	ELG1	IREF-GRID	physical_interaction	0.0023
SIN3	HST3	IREF-GRID	physical_interaction	0.0027
SIN3	BUB3	IREF-GRID	physical_interaction	0.0011
SIN3	BRE5	IREF-GRID	physical_interaction	0.00065
SIN3	COX10	IREF-GRID	physical_interaction	0.0022
SIN3	CLN2	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.022
SIN3	CLN2	IREF-GRID	physical_interaction	0.002
SIN3	CLN2	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.02
SIN3	CLN2	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.017
SIN3	LGE1	IREF-GRID	physical_interaction	0.0011
SIN3	SLK19	IREF-GRID	physical_interaction	0.0039
SIN3	RBL2	IREF-GRID	physical_interaction	0.0043
SIN3	RTC6	IREF-GRID	physical_interaction	0.0027
SIN3	HAP5	IREF-GRID	physical_interaction	0.0021
SIN3	WHI2	IREF-GRID	physical_interaction	0.0017
SIN3	LEO1	IREF-GRID	physical_interaction	0.0019
SIN3	MSS18	IREF-GRID	physical_interaction	0.0032
SIN3	ELP3	IREF-GRID	physical_interaction	0.0016
SIN3	CAT5	IREF-GRID	physical_interaction	0.0033
SIN3	TOM70	IREF-GRID	physical_interaction	0.002
SIN3	MED1	IREF-GRID	physical_interaction	0.0015
SIN3	VPS27	IREF-GRID	physical_interaction	0.0015
SIN3	CKB2	IREF-GRID	physical_interaction	0.0016
SIN3	SUR1	IREF-GRID	physical_interaction	0.002
SIN3	HIR2	IREF-GRID	physical_interaction	0.0018
SIN3	IRA2	IREF-GRID	physical_interaction	0.001
SIN3	PHO23	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.023
SIN3	PHO23	Gavin-Superti-Furga-2002 A	physical_interaction	0.12
SIN3	PHO23	Gavin-Superti-Furga-2006 A	physical_interaction	0.092
SIN3	PHO23	Krogan-Greenblatt-2006 A	physical_interaction	0.07
SIN3	PHO23	Collins-Krogan-2007 A	physical_interaction	0.089
SIN3	PHO23	Gavin-Superti-Furga-2002 B	physical_interaction	0.12
SIN3	PHO23	Krogan-Greenblatt-2006 B	physical_interaction	0.085
SIN3	PHO23	IREF-DIP	physical_interaction	0.063
SIN3	PHO23	IREF-GRID	physical_interaction	0.00097
SIN3	PHO23	IREF-MINT	physical_interaction	0.044
SIN3	PHO23	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.05
SIN3	PHO23	Lee-Marcotte-2007 Protein complexes	physical_interaction	0.052
SIN3	PHO23	MINT_Physical interactions	physical_interaction	0.417
SIN3	PHO23	IntAct_Physical interactions	physical_interaction	0.79
SIN3	PHO23	IntAct_Physical interactions	physical_interaction	0.79
SIN3	PHO23	MINT_Physical interactions	physical_interaction	0.417
SIN3	PHO23	MINT_Physical interactions	physical_interaction	0.417
SIN3	PHO23	MINT_Physical interactions	physical_interaction	0.417
SIN3	PHO23	MINT_Physical interactions	physical_interaction	0.417
SIN3	PHO23	MINT_Physical interactions	physical_interaction	0.417
SIN3	PHO23	MINT_Physical interactions	physical_interaction	0.417
SIN3	UME1	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.031
SIN3	UME1	Gavin-Superti-Furga-2002 A	physical_interaction	0.092
SIN3	UME1	Ho-Tyers-2002 A	physical_interaction	0.24
SIN3	UME1	Gavin-Superti-Furga-2006 A	physical_interaction	0.048
SIN3	UME1	Krogan-Greenblatt-2006 A	physical_interaction	0.072
SIN3	UME1	Collins-Krogan-2007 A	physical_interaction	0.089
SIN3	UME1	Gavin-Superti-Furga-2002 B	physical_interaction	0.091
SIN3	UME1	Ho-Tyers-2002 B	physical_interaction	0.23
SIN3	UME1	IREF-DIP	physical_interaction	0.047
SIN3	UME1	IREF-GRID	physical_interaction	0.0031
SIN3	UME1	IREF-MINT	physical_interaction	0.035
SIN3	UME1	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.042
SIN3	UME1	Lee-Marcotte-2007 Protein complexes	physical_interaction	0.051
SIN3	UME1	IntAct_Physical interactions	physical_interaction	0.79
SIN3	UME1	IntAct_Physical interactions	physical_interaction	0.79
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	IntAct_Physical interactions	physical_interaction	0.79
SIN3	UME1	IntAct_Physical interactions	physical_interaction	0.79
SIN3	UME1	IntAct_Physical interactions	physical_interaction	0.79
SIN3	UME1	IntAct_Physical interactions	physical_interaction	0.79
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	UME1	MINT_Physical interactions	physical_interaction	0.528
SIN3	PMS1	IREF-GRID	physical_interaction	0.0059
SIN3	CKA2	Gavin-Superti-Furga-2002 A	physical_interaction	0.052
SIN3	CKA2	Gavin-Superti-Furga-2006 A	physical_interaction	0.048
SIN3	CKA2	Gavin-Superti-Furga-2002 B	physical_interaction	0.056
SIN3	CKA2	IREF-DIP	physical_interaction	0.011
SIN3	CKA2	IREF-GRID	physical_interaction	0.0017
SIN3	CKA2	IREF-MINT	physical_interaction	0.014
SIN3	CKA2	IntAct_Physical interactions	physical_interaction	0.53
SIN3	CKA2	MINT_Physical interactions	physical_interaction	0.19
SIN3	YAF9	IREF-GRID	physical_interaction	0.0015
SIN3	INO4	IREF-GRID	physical_interaction	0.0017
SIN3	ALG5	IREF-GRID	physical_interaction	0.0023
SIN3	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
SIN3	NUP133	IREF-GRID	physical_interaction	0.0014
SIN3	SAM37	IREF-GRID	physical_interaction	0.0023
SIN3	DGK1	IREF-GRID	physical_interaction	0.0017
SIN3	CHS5	IREF-GRID	physical_interaction	0.0017
SIN3	ELP6	IREF-GRID	physical_interaction	0.002
SIN3	PFA4	IREF-GRID	physical_interaction	0.0067
SIN3	RIM20	IREF-GRID	physical_interaction	0.0023
CYT1	RUD3	IREF-GRID	physical_interaction	0.0045
CYT1	KES1	IREF-GRID	physical_interaction	0.0049
CYT1	PDE2	IREF-GRID	physical_interaction	0.0046
CYT1	IRA2	IREF-GRID	physical_interaction	0.0024
CYT1	PHO23	IREF-GRID	physical_interaction	0.0022
CYT1	YNR021W	IREF-GRID	physical_interaction	0.021
CSE2	DDC1	IREF-GRID	physical_interaction	0.0024
CSE2	DIA2	IREF-GRID	physical_interaction	0.0014
CSE2	HST3	IREF-GRID	physical_interaction	0.0028
CSE2	BRE5	IREF-GRID	physical_interaction	0.00067
CSE2	MDM12	IREF-GRID	physical_interaction	0.0023
CSE2	SHE4	IREF-GRID	physical_interaction	0.0018
CSE2	BEM4	IREF-GRID	physical_interaction	0.003
CSE2	LGE1	IREF-GRID	physical_interaction	0.0011
CSE2	CTF19	IREF-GRID	physical_interaction	0.0025
CSE2	NEW1	IREF-GRID	physical_interaction	0.0018
CSE2	MRN1	IREF-GRID	physical_interaction	0.0086
CSE2	THP3	IREF-GRID	physical_interaction	0.0036
CSE2	BRR1	IREF-GRID	physical_interaction	0.002
CSE2	LEO1	IREF-GRID	physical_interaction	0.0019
CSE2	RFM1	IREF-GRID	physical_interaction	0.01
CSE2	MED1	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.044
CSE2	MED1	Gavin-Superti-Furga-2006 A	physical_interaction	0.099
CSE2	MED1	Krogan-Greenblatt-2006 A	physical_interaction	0.06
CSE2	MED1	Collins-Krogan-2007 A	physical_interaction	0.039
CSE2	MED1	Krogan-Greenblatt-2006 B	physical_interaction	0.07
CSE2	MED1	IREF-BIND	physical_interaction	0.32
CSE2	MED1	IREF-BIND-TRANSLATION	physical_interaction	0.31
CSE2	MED1	IREF-GRID	physical_interaction	0.0015
CSE2	MED1	IREF-MINT	physical_interaction	0.058
CSE2	MED1	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.065
CSE2	MED1	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.059
CSE2	MED1	Lee-Marcotte-2007 Protein complexes	physical_interaction	0.038
CSE2	MED1	MINT_Physical interactions	physical_interaction	0.28
CSE2	MED1	IntAct_Physical interactions	physical_interaction	0.35
CSE2	MED1	MINT_Physical interactions	physical_interaction	0.28
CSE2	CKB2	IREF-GRID	physical_interaction	0.0017
CSE2	HIR2	IREF-GRID	physical_interaction	0.0018
CSE2	YPL068C	IREF-GRID	physical_interaction	0.011
CSE2	IRA2	IREF-GRID	physical_interaction	0.0011
CSE2	PHO23	IREF-GRID	physical_interaction	0.001
CSE2	VTS1	IREF-GRID	physical_interaction	0.011
CSE2	YAF9	IREF-GRID	physical_interaction	0.0015
CSE2	INO4	IREF-GRID	physical_interaction	0.0018
CSE2	YKL069W	IREF-GRID	physical_interaction	0.0028
CSE2	SAM37	IREF-GRID	physical_interaction	0.0024
CSE2	DGK1	IREF-GRID	physical_interaction	0.0017
CSE2	RIM20	IREF-GRID	physical_interaction	0.0024
MAK3	AIM44	IREF-GRID	physical_interaction	0.01
MAK3	PHO23	IREF-GRID	physical_interaction	0.0053
CHL1	ELG1	Tong-Boone-2004	physical_interaction	0.063
CHL1	ELG1	IREF-GRID	physical_interaction	0.0055
CHL1	ELG1	IREF-MPACT	physical_interaction	0.025
CHL1	ELG1	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.041
CHL1	BUB3	IREF-GRID	physical_interaction	0.0027
CHL1	CLB2	Tong-Boone-2004	physical_interaction	0.08
CHL1	CLB2	IREF-GRID	physical_interaction	0.005
CHL1	CLB2	IREF-MPACT	physical_interaction	0.031
CHL1	CTF19	Tong-Boone-2004	physical_interaction	0.069
CHL1	CTF19	IREF-GRID	physical_interaction	0.0057
CHL1	CTF19	IREF-MPACT	physical_interaction	0.036
CHL1	SLK19	IREF-GRID	physical_interaction	0.0095
CHL1	MCM16	Tong-Boone-2004	physical_interaction	0.059
CHL1	MCM16	IREF-GRID	physical_interaction	0.0077
CHL1	MCM16	IREF-MPACT	physical_interaction	0.042
CHL1	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
DDC1	RAD17	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.16
DDC1	RAD17	Uetz-Rothberg-2000	physical_interaction	0.61
DDC1	RAD17	IREF-BIND	physical_interaction	0.43
DDC1	RAD17	IREF-BIND-TRANSLATION	physical_interaction	0.43
DDC1	RAD17	IREF-DIP	physical_interaction	0.12
DDC1	RAD17	IREF-GRID	physical_interaction	0.0079
DDC1	RAD17	IREF-INTACT	physical_interaction	0.15
DDC1	RAD17	IREF-MINT	physical_interaction	0.15
DDC1	RAD17	IREF-MPACT	physical_interaction	0.068
DDC1	RAD17	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.096
DDC1	RAD17	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.22
DDC1	RAD17	IntAct_Physical interactions	physical_interaction	0.78
DDC1	RAD17	MINT_Physical interactions	physical_interaction	0.28
DDC1	RAD17	IntAct_Physical interactions	physical_interaction	0.78
DDC1	RAD17	IntAct_Physical interactions	physical_interaction	0.78
DDC1	RAD17	IntAct_Physical interactions	physical_interaction	0.78
DDC1	RAD17	IntAct_Physical interactions	physical_interaction	0.78
DDC1	RAD17	IntAct_Physical interactions	physical_interaction	0.78
DDC1	RAD17	IntAct_Physical interactions	physical_interaction	0.78
DDC1	DIA2	IREF-GRID	physical_interaction	0.0032
DDC1	ELG1	IREF-GRID	physical_interaction	0.0055
DDC1	ELG1	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.03
DDC1	COQ2	IREF-GRID	physical_interaction	0.0086
DDC1	CTF4	Tong-Boone-2004	physical_interaction	0.011
DDC1	CTF4	IREF-GRID	physical_interaction	0.0033
DDC1	CTF4	IREF-MPACT	physical_interaction	0.011
DDC1	YME1	Tong-Boone-2004	physical_interaction	0.3
DDC1	YME1	IREF-GRID	physical_interaction	0.007
DDC1	YME1	IREF-MPACT	physical_interaction	0.079
DDC1	INP53	IREF-GRID	physical_interaction	0.0078
DDC1	HMI1	IREF-GRID	physical_interaction	0.0076
DDC1	HAP5	IREF-GRID	physical_interaction	0.0052
DDC1	PDE2	Tarassov-Michnick-2008 B	physical_interaction	0.16
DDC1	PDE2	IREF-INTACT	physical_interaction	0.068
DDC1	MED1	IREF-GRID	physical_interaction	0.0036
DDC1	LAT1	Ho-Tyers-2002 B	physical_interaction	0.051
DDC1	LAT1	IREF-DIP	physical_interaction	0.038
DDC1	RAD1	IREF-GRID	physical_interaction	0.0048
AIM44	DIA2	IREF-GRID	physical_interaction	0.0026
AIM44	NCS2	IREF-GRID	physical_interaction	0.009
AIM44	HMI1	IREF-GRID	physical_interaction	0.0061
AIM44	MET16	IREF-GRID	physical_interaction	0.016
AIM44	APM1	IREF-GRID	physical_interaction	0.0099
AIM44	CYB5	IREF-GRID	physical_interaction	0.011
AIM44	MET31	IREF-GRID	physical_interaction	0.014
AIM44	ZRG17	IREF-GRID	physical_interaction	0.016
AIM44	FPR1	IREF-GRID	physical_interaction	0.005
AIM44	ELP6	IREF-GRID	physical_interaction	0.004
AIM44	MID2	IREF-GRID	physical_interaction	0.0049
RAD17	DIA2	IREF-GRID	physical_interaction	0.0045
RAD17	DIA2	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.11
RAD17	ELG1	IREF-GRID	physical_interaction	0.0077
RAD17	ELG1	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.04
RAD17	RAD1	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.19
RAD17	RAD1	IREF-GRID	physical_interaction	0.0068
RAD17	RAD1	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.19
RAD17	RAD1	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.28
DIA2	HST3	IREF-GRID	physical_interaction	0.0037
DIA2	BUB3	IREF-GRID	physical_interaction	0.0016
DIA2	CTF4	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.091
DIA2	CTF4	Ho-Tyers-2002 A	physical_interaction	0.11
DIA2	CTF4	Ho-Tyers-2002 B	physical_interaction	0.11
DIA2	CTF4	IREF-DIP	physical_interaction	0.055
DIA2	CTF4	IREF-GRID	physical_interaction	0.0019
DIA2	CTF4	IREF-MINT	physical_interaction	0.046
DIA2	CTF4	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.12
DIA2	CTF4	MINT_Physical interactions	physical_interaction	0.635
DIA2	CTF4	MINT_Physical interactions	physical_interaction	0.635
DIA2	CTF4	MINT_Physical interactions	physical_interaction	0.635
DIA2	CTF4	MINT_Physical interactions	physical_interaction	0.635
DIA2	MMS1	IREF-GRID	physical_interaction	0.0039
DIA2	LGE1	IREF-GRID	physical_interaction	0.0015
DIA2	CTF19	IREF-GRID	physical_interaction	0.0033
DIA2	TCO89	IREF-GRID	physical_interaction	0.0031
DIA2	LEA1	IREF-GRID	physical_interaction	0.0021
DIA2	IRC15	IREF-GRID	physical_interaction	0.0067
DIA2	RRD2	IREF-GRID	physical_interaction	0.0072
DIA2	CKB2	IREF-GRID	physical_interaction	0.0022
DIA2	HIR2	IREF-GRID	physical_interaction	0.0025
DIA2	TIP41	IREF-GRID	physical_interaction	0.0099
DIA2	PMS1	IREF-GRID	physical_interaction	0.0082
DIA2	CKA2	IREF-GRID	physical_interaction	0.0024
DIA2	YAF9	IREF-GRID	physical_interaction	0.0021
DIA2	ALG8	Tong-Boone-2004	physical_interaction	0.24
DIA2	ALG8	IREF-GRID	physical_interaction	0.0042
DIA2	ALG8	IREF-MPACT	physical_interaction	0.29
DIA2	MKT1	IREF-GRID	physical_interaction	0.0056
DIA2	YDJ1	Ho-Tyers-2002 B	physical_interaction	0.0062
DIA2	YDJ1	IREF-DIP	physical_interaction	0.0081
DIA2	YDJ1	IREF-GRID	physical_interaction	0.0023
DIA2	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
DIA2	YMR166C	IREF-GRID	physical_interaction	0.012
VIK1	BUB3	IREF-GRID	physical_interaction	0.0063
VIK1	CTF4	Tong-Boone-2004	physical_interaction	0.036
VIK1	CTF4	IREF-GRID	physical_interaction	0.0074
VIK1	CTF4	IREF-MPACT	physical_interaction	0.021
VIK1	HMI1	IREF-GRID	physical_interaction	0.017
VIK1	HAP5	IREF-GRID	physical_interaction	0.012
VIK1	TCO89	IREF-GRID	physical_interaction	0.012
VIK1	YAF9	IREF-GRID	physical_interaction	0.0082
VIK1	SWS2	IREF-GRID	physical_interaction	0.014
VIK1	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
ELG1	BUB3	IREF-GRID	physical_interaction	0.0027
