Gene1_Name	Gene2_Name	Network	Type	Weight
CKB2	CKA2	MINT_Physical interactions	physical_interaction	0.928
CKB2	CKA2	MINT_Physical interactions	physical_interaction	0.928
CKB2	CKA2	MINT_Physical interactions	physical_interaction	0.928
CKB2	YAF9	IREF-GRID	physical_interaction	0.0025
CKB2	YKL069W	IREF-GRID	physical_interaction	0.0045
CKB2	NUP133	IREF-GRID	physical_interaction	0.0024
CKB2	DGK1	IREF-GRID	physical_interaction	0.0028
YTA6	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
SUR1	VAM3	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.07
SUR1	VAM3	IREF-GRID	physical_interaction	0.0047
SUR1	VAM3	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.056
SUR1	VAM3	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.14
SUR1	RAD1	IREF-GRID	physical_interaction	0.0043
SUR1	YAF9	IREF-GRID	physical_interaction	0.0032
MOD5	HIR2	IREF-GRID	physical_interaction	0.018
MOD5	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
TRM10	DGK1	IREF-GRID	physical_interaction	0.013
HUT1	YLR065C	IREF-GRID	physical_interaction	0.05
HIR2	IRA2	IREF-GRID	physical_interaction	0.0019
HIR2	VTS1	IREF-GRID	physical_interaction	0.02
HIR2	SRO7	IREF-GRID	physical_interaction	0.005
YPR013C	NUP133	IREF-GRID	physical_interaction	0.013
YPL068C	IRA2	IREF-GRID	physical_interaction	0.012
LAT1	IRA2	IREF-GRID	physical_interaction	0.0041
LAT1	DMA2	Ho-Tyers-2002 B	physical_interaction	0.045
LAT1	DMA2	IREF-DIP	physical_interaction	0.034
LAT1	FPR1	Ho-Tyers-2002 B	physical_interaction	0.013
LAT1	FPR1	IREF-DIP	physical_interaction	0.013
LAT1	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
LAT1	DGK1	IREF-GRID	physical_interaction	0.0066
LAT1	CHS5	Tong-Boone-2004	physical_interaction	0.17
LAT1	CHS5	IREF-GRID	physical_interaction	0.0067
LAT1	CHS5	IREF-MPACT	physical_interaction	0.19
MET31	YDJ1	IREF-GRID	physical_interaction	0.013
NTG2	RAD1	IREF-GRID	physical_interaction	0.014
IRA2	PHO23	IREF-GRID	physical_interaction	0.0011
IRA2	VAM3	IREF-GRID	physical_interaction	0.0024
IRA2	AAH1	IREF-GRID	physical_interaction	0.0033
IRA2	YAF9	IREF-GRID	physical_interaction	0.0016
IRA2	SRO7	IREF-GRID	physical_interaction	0.003
IRA2	YDJ1	IREF-GRID	physical_interaction	0.0018
IRA2	YKL069W	IREF-GRID	physical_interaction	0.0029
IRA2	NUP133	IREF-GRID	physical_interaction	0.0016
IRA2	YLR065C	IREF-GRID	physical_interaction	0.004
IRA2	UBX4	IREF-GRID	physical_interaction	0.0058
IRA2	RPS1A	IREF-GRID	physical_interaction	0.0033
IRA2	CHS5	Tong-Boone-2004	physical_interaction	0.044
IRA2	CHS5	IREF-GRID	physical_interaction	0.0019
IRA2	CHS5	IREF-MPACT	physical_interaction	0.042
IRA2	DBP7	IREF-GRID	physical_interaction	0.0031
IRA2	MEH1	IREF-GRID	physical_interaction	0.003
IRA2	RIM20	IREF-GRID	physical_interaction	0.0025
PHO23	UME1	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.035
PHO23	UME1	Gavin-Superti-Furga-2006 A	physical_interaction	0.13
PHO23	UME1	Collins-Krogan-2007 A	physical_interaction	0.089
PHO23	UME1	Gavin-Superti-Furga-2006 B	physical_interaction	0.82
PHO23	UME1	IREF-GRID	physical_interaction	0.0032
PHO23	UME1	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.1
PHO23	UME1	Lee-Marcotte-2007 Protein complexes	physical_interaction	0.074
PHO23	UME1	IntAct_Physical interactions	physical_interaction	0.35
PHO23	YAF9	IREF-GRID	physical_interaction	0.0015
PHO23	INO4	IREF-GRID	physical_interaction	0.0018
PHO23	SRO7	IREF-GRID	physical_interaction	0.0028
PHO23	NUP188	IREF-GRID	physical_interaction	0.0018
PHO23	YKL069W	IREF-GRID	physical_interaction	0.0027
PHO23	NUP133	IREF-GRID	physical_interaction	0.0015
PHO23	SAM37	IREF-GRID	physical_interaction	0.0024
PHO23	CHS5	IREF-GRID	physical_interaction	0.0018
PHO23	ELP6	IREF-GRID	physical_interaction	0.0021
PHO23	MEH1	IREF-GRID	physical_interaction	0.0028
PHO23	RIM20	IREF-GRID	physical_interaction	0.0024
RDL1	SWS2	IREF-GRID	physical_interaction	0.02
CIN1	YAF9	IREF-GRID	physical_interaction	0.0046
CIN1	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
CIN1	NUP133	IREF-GRID	physical_interaction	0.0044
VAM3	YAF9	IREF-GRID	physical_interaction	0.0034
VAM3	INO4	IREF-GRID	physical_interaction	0.0039
VAM3	DGK1	IREF-GRID	physical_interaction	0.0038
VAM3	MMR1	IREF-GRID	physical_interaction	0.0053
UME1	NUP188	IREF-GRID	physical_interaction	0.006
RAD1	DMA2	Ho-Tyers-2002 A	physical_interaction	0.052
RAD1	DMA2	Ho-Tyers-2002 B	physical_interaction	0.044
RAD1	DMA2	IREF-DIP	physical_interaction	0.024
RAD1	DMA2	IREF-GRID	physical_interaction	0.014
RAD1	DMA2	IntAct_Physical interactions	physical_interaction	0.35
RAD1	DMA2	IntAct_Physical interactions	physical_interaction	0.35
RAD1	PMS1	IREF-GRID	physical_interaction	0.012
RAD1	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
CAM1	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
VPS5	RIM20	IREF-GRID	physical_interaction	0.007
NBA1	CHS5	IREF-GRID	physical_interaction	0.015
NBA1	ELP6	IREF-GRID	physical_interaction	0.018
AAH1	INO4	IREF-GRID	physical_interaction	0.0054
AAH1	MMR1	IREF-GRID	physical_interaction	0.0073
TPM1	MMR1	IREF-GRID	physical_interaction	0.0057
TPM1	CHS5	Tong-Boone-2004	physical_interaction	0.035
TPM1	CHS5	IREF-GRID	physical_interaction	0.0042
TPM1	CHS5	IREF-MPACT	physical_interaction	0.018
TPM1	ELP6	IREF-GRID	physical_interaction	0.0051
CKA2	INO4	IREF-GRID	physical_interaction	0.0031
CKA2	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
YAF9	CHS5	IREF-GRID	physical_interaction	0.0027
YAF9	ELP6	IREF-GRID	physical_interaction	0.0032
INO4	ALG8	IREF-GRID	physical_interaction	0.0054
INO4	YDJ1	Ho-Tyers-2002 B	physical_interaction	0.02
INO4	YDJ1	IREF-DIP	physical_interaction	0.011
INO4	SAM37	IREF-GRID	physical_interaction	0.0041
INO4	DGK1	IREF-GRID	physical_interaction	0.003
INO4	MMR1	IREF-GRID	physical_interaction	0.0041
INO4	ELP6	IREF-GRID	physical_interaction	0.0037
SWS2	DGK1	IREF-GRID	physical_interaction	0.0044
FAR11	YLR065C	IREF-GRID	physical_interaction	0.015
FAR11	SAM37	IREF-GRID	physical_interaction	0.0092
FAR11	DGK1	IREF-GRID	physical_interaction	0.0067
ALG8	ALG5	IREF-GRID	physical_interaction	0.0074
ALG8	DGK1	IREF-GRID	physical_interaction	0.0052
MKT1	ALG5	IREF-GRID	physical_interaction	0.0099
MKT1	YDJ1	IntAct_Physical interactions	physical_interaction	0.35
YDJ1	SAM37	IntAct_Physical interactions	physical_interaction	0.35
YDJ1	RPS1A	IntAct_Physical interactions	physical_interaction	0.35
YDJ1	MID2	IREF-GRID	physical_interaction	0.0044
NUP188	YKL069W	IREF-GRID	physical_interaction	0.005
NUP188	NUP133	BIOGRID-SMALL-SCALE-STUDIES	physical_interaction	0.041
NUP188	NUP133	IREF-GRID	physical_interaction	0.0027
NUP188	NUP133	IREF-SMALL-SCALE-STUDIES	physical_interaction	0.084
NUP188	NUP133	Lee-Marcotte-2007 Protein interactions	physical_interaction	0.19
YKL069W	NUP133	IREF-GRID	physical_interaction	0.004
YKL069W	CHS5	IREF-GRID	physical_interaction	0.0048
NUP133	SAM37	IREF-GRID	physical_interaction	0.0035
NUP133	CHS5	Tong-Boone-2004	physical_interaction	0.052
NUP133	CHS5	IREF-GRID	physical_interaction	0.0026
NUP133	CHS5	IREF-MPACT	physical_interaction	0.048
YLR065C	SVL3	IREF-GRID	physical_interaction	0.013
SAM37	DGK1	IREF-GRID	physical_interaction	0.004
SAM37	MMR1	IREF-GRID	physical_interaction	0.0055
YMR166C	DGK1	IREF-GRID	physical_interaction	0.016
CHS5	ELP6	IREF-GRID	physical_interaction	0.0037
CHS5	DBP7	IREF-GRID	physical_interaction	0.0051
CHS5	MEH1	IREF-GRID	physical_interaction	0.005
CHS5	RIM20	IREF-GRID	physical_interaction	0.0042
MID2	DBP7	IREF-GRID	physical_interaction	0.0074	

